Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
35,Current employee,Travel_Rarely,1219,Sales,18,3,Medical,1,16227,139682,3,Female,81,3,2,Sales Executive,1,Divorced,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,Jora
35,Current employee,Travel_Rarely,1219,Sales,18,3,Medical,1,16230,139685,3,Female,81,3,2,Sales Executive,1,Divorced,2121,23522,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0,Indeed
35,Current employee,Travel_Rarely,1219,Sales,18,3,Medical,1,16231,139686,3,Female,81,3,2,Sales Executive,1,Divorced,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,Jora
35,Current employee,Travel_Rarely,583,Research & Development,25,4,Medical,1,16374,139829,3,Female,82,3,1,Research Scientist,1,Married,2066,10494,2,Y,No,22,3,4,80,1,5,3,4,3,2,1,0,Company Website
35,Current employee,Travel_Rarely,583,Research & Development,25,4,Technical Degree,1,16376,139831,3,Female,82,3,1,Research Scientist,1,Married,2066,10494,4,Y,No,22,3,4,80,1,5,3,4,3,2,1,0,Company Website
35,Current employee,Travel_Rarely,583,Research & Development,25,4,Medical,1,16377,139832,3,Female,82,3,1,Research Scientist,1,Married,2066,10494,2,Y,No,22,4,4,80,1,5,3,4,3,2,1,0,Company Website
35,Current employee,Travel_Rarely,583,Research & Development,25,4,Technical Degree,1,16378,139833,3,Female,82,3,1,Research Scientist,1,Married,2066,10494,4,Y,No,22,4,4,80,1,5,3,4,3,2,1,0,Company Website
35,Current employee,Travel_Rarely,583,Research & Development,25,4,Medical,1,16382,139837,3,Female,82,3,1,Research Scientist,1,Married,2066,10494,2,Y,No,22,3,4,80,1,5,3,4,3,2,1,0,Company Website
35,Current employee,Travel_Rarely,583,Research & Development,25,4,Technical Degree,1,16384,139839,3,Female,82,3,1,Research Scientist,1,Married,2066,10494,4,Y,No,22,3,4,80,1,5,3,4,3,2,1,0,Company Website
35,Current employee,Travel_Rarely,583,Research & Development,25,4,Medical,1,16385,139840,3,Female,82,3,1,Research Scientist,1,Married,2011,23522,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7,Recruit.net
35,Current employee,Travel_Rarely,583,Research & Development,25,4,Technical Degree,1,16386,139841,3,Female,82,3,1,Research Scientist,1,Married,2066,10494,4,Y,No,22,4,4,80,1,5,3,4,3,2,1,0,Company Website
35,Current employee,Travel_Rarely,660,Sales,7,1,Life Sciences,1,16950,140405,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,1,Y,No,13,4,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,982,Research & Development,1,4,Medical,1,16951,140406,4,Male,83,3,1,Sales Representative,3,Married,2404,16192,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,982,Research & Development,1,4,Life Sciences,1,16952,140407,4,Male,83,3,1,Sales Representative,3,Married,2404,16192,8,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,660,Sales,7,1,Marketing,1,16953,140408,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,9,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,660,Sales,7,1,Life Sciences,1,16954,140409,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,982,Research & Development,1,4,Medical,1,16955,140410,4,Male,83,3,1,Sales Representative,3,Married,2404,16192,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,982,Research & Development,1,4,Life Sciences,1,16956,140411,4,Male,83,3,1,Sales Representative,3,Married,2404,16192,8,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,660,Sales,7,1,Marketing,1,16957,140412,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,9,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,660,Sales,7,1,Life Sciences,1,16958,140413,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,1,Y,No,13,4,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,982,Research & Development,1,4,Medical,1,16959,140414,4,Male,83,3,1,Sales Representative,3,Married,2404,16192,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,982,Research & Development,1,4,Life Sciences,1,16960,140415,4,Male,83,3,1,Sales Representative,3,Married,2404,16192,8,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,660,Sales,7,1,Marketing,1,16961,140416,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,9,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,660,Sales,7,1,Life Sciences,1,16962,140417,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,982,Research & Development,1,4,Medical,1,16963,140418,4,Male,83,3,1,Sales Representative,3,Married,1859,23577,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0,Seek
35,Current employee,Travel_Rarely,982,Research & Development,1,4,Life Sciences,1,16964,140419,4,Male,83,3,1,Sales Representative,3,Married,2404,16192,8,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,660,Sales,7,1,Marketing,1,16965,140420,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,9,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,LinkedIn
35,Current employee,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,17304,140759,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,GlassDoor
35,Current employee,Travel_Rarely,1029,Research & Development,16,3,Medical,1,17306,140761,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,0,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,GlassDoor
35,Current employee,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,17310,140765,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,GlassDoor
35,Current employee,Travel_Rarely,1029,Research & Development,16,3,Medical,1,17311,140766,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,0,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,GlassDoor
35,Current employee,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,17312,140767,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,GlassDoor
35,Current employee,Travel_Rarely,1029,Research & Development,16,3,Medical,1,17314,140769,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,0,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,GlassDoor
35,Current employee,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,17318,140773,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,GlassDoor
35,Current employee,Travel_Rarely,1029,Research & Development,16,3,Medical,1,17319,140774,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,0,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,GlassDoor
35,Current employee,Travel_Rarely,817,Research & Development,1,3,Medical,1,17590,141045,4,Male,85,3,3,Healthcare Representative,2,Divorced,7441,20933,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7,Seek
35,Current employee,Travel_Rarely,817,Research & Development,1,3,Life Sciences,1,17592,141047,4,Male,85,3,3,Healthcare Representative,2,Divorced,7441,20933,0,Y,No,12,3,1,80,3,10,4,3,10,8,7,7,Seek
35,Current employee,Travel_Rarely,817,Research & Development,1,3,Medical,1,17593,141048,4,Male,85,3,3,Healthcare Representative,2,Divorced,7441,20933,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7,Seek
35,Current employee,Travel_Rarely,817,Research & Development,1,3,Life Sciences,1,17594,141049,4,Male,85,3,3,Healthcare Representative,2,Divorced,7441,20933,0,Y,No,12,3,1,80,3,10,4,3,10,8,7,7,Seek
35,Current employee,Travel_Rarely,817,Research & Development,1,3,Medical,1,17598,141053,4,Male,85,3,3,Healthcare Representative,2,Divorced,7441,20933,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7,Seek
35,Current employee,Travel_Rarely,817,Research & Development,1,3,Life Sciences,1,17600,141055,4,Male,85,3,3,Healthcare Representative,2,Divorced,7441,20933,0,Y,No,12,3,1,80,3,10,4,3,10,8,7,7,Seek
35,Current employee,Travel_Rarely,817,Research & Development,1,3,Medical,1,17601,141056,4,Male,85,3,3,Healthcare Representative,2,Divorced,17924,4544,1,Y,No,11,3,2,80,1,9,3,3,4,2,1,3,Jora
35,Current employee,Travel_Rarely,817,Research & Development,1,3,Life Sciences,1,17602,141057,4,Male,85,3,3,Healthcare Representative,2,Divorced,7441,20933,0,Y,No,12,3,1,80,3,10,4,3,10,8,7,7,Seek
35,Current employee,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,17605,141060,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,Y,No,23,3,1,80,2,6,5,3,5,3,4,2,Jora
35,Current employee,Travel_Rarely,1402,Sales,28,4,Technical Degree,1,17608,141063,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,9,Y,No,23,3,1,80,2,6,5,3,5,3,4,2,Jora
35,Current employee,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,17609,141064,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2,Jora
35,Current employee,Travel_Rarely,1402,Sales,28,4,Technical Degree,1,17610,141065,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,9,Y,No,23,4,1,80,2,6,5,3,5,3,4,2,Jora
35,Current employee,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,17613,141068,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,Y,No,23,3,1,80,2,6,5,3,5,3,4,2,Jora
35,Current employee,Travel_Rarely,1402,Sales,28,4,Technical Degree,1,17616,141071,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,9,Y,No,23,3,1,80,2,6,5,3,5,3,4,2,Jora
35,Current employee,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,17617,141072,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2,Jora
35,Current employee,Travel_Rarely,1402,Sales,28,4,Technical Degree,1,17618,141073,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,9,Y,No,23,4,1,80,2,6,5,3,5,3,4,2,Jora
35,Current employee,Travel_Rarely,992,Research & Development,1,3,Medical,1,17732,141187,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,Y,No,19,4,2,80,0,3,3,3,3,0,1,2,Adzuna
35,Current employee,Travel_Rarely,992,Research & Development,1,3,Life Sciences,1,17734,141189,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,0,Y,No,19,3,2,80,0,3,3,3,3,0,1,2,Adzuna
35,Current employee,Travel_Rarely,992,Research & Development,1,3,Medical,1,17736,141191,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2,Adzuna
35,Current employee,Travel_Rarely,992,Research & Development,1,3,Life Sciences,1,17737,141192,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,0,Y,No,19,3,2,80,0,3,3,3,3,0,1,2,Adzuna
35,Current employee,Travel_Rarely,992,Research & Development,1,3,Medical,1,17740,141195,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,Y,No,19,4,2,80,0,3,3,3,3,0,1,2,Adzuna
35,Current employee,Travel_Rarely,992,Research & Development,1,3,Life Sciences,1,17742,141197,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,0,Y,No,19,3,2,80,0,3,3,3,3,0,1,2,Adzuna
35,Current employee,Travel_Rarely,992,Research & Development,1,3,Medical,1,17744,141199,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2,Adzuna
35,Current employee,Travel_Rarely,992,Research & Development,1,3,Life Sciences,1,17745,141200,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,0,Y,No,19,3,2,80,0,3,3,3,3,0,1,2,Adzuna
35,Current employee,Travel_Rarely,670,Research & Development,10,4,Medical,1,17957,141412,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4,Company Website
35,Current employee,Travel_Rarely,670,Research & Development,10,4,Medical,1,17960,141415,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,0,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4,Company Website
35,Current employee,Travel_Rarely,670,Research & Development,10,4,Medical,1,17963,141418,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4,Company Website
35,Current employee,Travel_Rarely,670,Research & Development,10,4,Medical,1,17964,141419,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,0,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4,Company Website
35,Current employee,Travel_Rarely,670,Research & Development,10,4,Medical,1,17965,141420,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4,Company Website
35,Current employee,Travel_Rarely,670,Research & Development,10,4,Medical,1,17967,141422,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,0,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4,Company Website
35,Current employee,Travel_Rarely,670,Research & Development,10,4,Medical,1,17970,141425,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4,Company Website
