Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
29,Current employee,Travel_Rarely,592,Research & Development,7,3,Marketing,1,21467,144922,4,Male,30,3,1,Laboratory Technician,1,Single,2062,19384,1,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,Company Website
29,Current employee,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,21468,144923,4,Male,30,3,1,Laboratory Technician,1,Single,2062,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,Company Website
29,Current employee,Travel_Rarely,592,Research & Development,7,3,Marketing,1,21469,144924,4,Male,30,3,1,Laboratory Technician,1,Single,2062,19384,1,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,Company Website
29,Current employee,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,21472,144927,4,Male,30,3,1,Laboratory Technician,1,Single,2062,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,Company Website
29,Current employee,Travel_Rarely,592,Research & Development,7,3,Marketing,1,21475,144930,4,Male,30,3,1,Laboratory Technician,1,Single,2062,19384,1,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,Company Website
29,Current employee,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,21476,144931,4,Male,30,3,1,Laboratory Technician,1,Single,2062,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,Company Website
29,Current employee,Travel_Rarely,592,Research & Development,7,3,Marketing,1,21477,144932,4,Male,30,3,1,Laboratory Technician,1,Single,2062,19384,1,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,Company Website
29,Current employee,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,21545,145000,4,Male,96,3,4,Manager,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16,LinkedIn
29,Current employee,Non-Travel,1496,Research & Development,1,1,Life Sciences,1,21547,145002,4,Male,96,3,4,Manager,1,Divorced,16823,18991,1,Y,No,11,3,1,80,1,22,3,3,19,7,11,16,LinkedIn
29,Current employee,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,21548,145003,4,Male,96,3,4,Manager,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16,LinkedIn
29,Current employee,Non-Travel,1496,Research & Development,1,1,Life Sciences,1,21549,145004,4,Male,96,3,4,Manager,1,Divorced,16823,18991,1,Y,No,11,3,1,80,1,22,3,3,19,7,11,16,LinkedIn
29,Current employee,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,21553,145008,4,Male,96,3,4,Manager,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16,LinkedIn
29,Current employee,Non-Travel,1496,Research & Development,1,1,Life Sciences,1,21555,145010,4,Male,96,3,4,Manager,1,Divorced,16823,18991,1,Y,No,11,3,1,80,1,22,3,3,19,7,11,16,LinkedIn
29,Current employee,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,21556,145011,4,Male,96,3,4,Manager,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16,LinkedIn
29,Current employee,Non-Travel,1496,Research & Development,1,1,Life Sciences,1,21557,145012,4,Male,96,3,4,Manager,1,Divorced,16823,18991,1,Y,No,11,3,1,80,1,22,3,3,19,7,11,16,LinkedIn
29,Current employee,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,22070,145525,4,Male,97,3,2,Sales Executive,1,Married,5561,15975,0,Y,No,16,3,4,80,1,6,2,1,5,3,0,4,Seek
29,Current employee,Travel_Rarely,232,Research & Development,19,3,Medical,1,22072,145527,4,Male,97,3,2,Sales Executive,1,Married,5561,15975,7,Y,No,16,3,4,80,1,6,2,1,5,3,0,4,Seek
29,Current employee,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,22073,145528,4,Male,97,3,2,Sales Executive,1,Married,5561,15975,0,Y,No,16,3,4,80,1,6,2,1,5,3,0,4,Seek
29,Current employee,Travel_Rarely,232,Research & Development,19,3,Medical,1,22074,145529,4,Male,97,3,2,Sales Executive,1,Married,5561,15975,7,Y,No,16,3,4,80,1,6,2,1,5,3,0,4,Seek
